tags_power,ts,cooling_kw,energy_reuse,ere,hvac_kw,it_power_kw,plug_and_light_kw,pue,pump_kw,day_power,tags_weather,outdoor_air_humidity,outdoor_air_temp,unit,day_weather,hour_of_day,minute_of_day,day_of_week,month,date,is_weekend,total_facility_kw,cooling_to_it_ratio,load_level,pue_category
,2016-07-28 08:45:24+00:00,7.47,,0.936,9.06,887.73,2.46,1.034,11.52,28,,63.9,67.4,,28,8,525,Thursday,7,2016-07-28,False,918.24,0.008414720692102327,Low,Excellent
,2016-07-28 08:46:22+00:00,7.77,,0.936,9.44,885.44,2.46,1.035,11.22,28,,63.9,67.4,,28,8,526,Thursday,7,2016-07-28,False,916.3300000000002,0.008775298156848571,Low,Excellent
,2016-07-28 08:47:22+00:00,7.77,,0.941,9.34,885.08,2.44,1.035,11.22,28,,63.9,67.3,,28,8,527,Thursday,7,2016-07-28,False,915.8500000000001,0.008778867447010438,Low,Excellent
,2016-07-28 08:48:22+00:00,7.67,,0.947,10.06,887.15,2.46,1.036,11.72,28,,63.9,67.1,,28,8,528,Thursday,7,2016-07-28,False,919.0600000000001,0.008645663078397115,Low,Excellent
,2016-07-28 08:49:23+00:00,7.67,,0.95,10.01,885.13,2.44,1.036,11.72,28,,63.9,67.0,,28,8,529,Thursday,7,2016-07-28,False,916.97,0.008665393783963938,Low,Excellent
,2016-07-28 08:50:26+00:00,7.37,,0.95,9.74,884.73,2.44,1.035,11.62,28,,63.9,66.9,,28,8,530,Thursday,7,2016-07-28,False,915.9000000000001,0.008330225040407807,Low,Excellent
,2016-07-28 08:51:23+00:00,7.37,,0.953,9.69,886.88,2.46,1.035,11.62,28,,63.9,66.9,,28,8,531,Thursday,7,2016-07-28,False,918.02,0.008310030669312646,Low,Excellent
,2016-07-28 08:52:22+00:00,7.37,,0.946,9.77,887.52,2.46,1.035,11.62,28,,64.2,66.8,,28,8,532,Thursday,7,2016-07-28,False,918.74,0.00830403821885704,Low,Excellent
,2016-07-28 08:53:21+00:00,7.47,,0.951,8.69,887.3,2.46,1.034,11.82,28,,64.2,66.7,,28,8,533,Thursday,7,2016-07-28,False,917.74,0.008418798602501972,Low,Excellent
,2016-07-28 08:54:22+00:00,7.17,,0.949,9.39,889.45,2.44,1.035,11.92,28,,64.4,66.6,,28,8,534,Thursday,7,2016-07-28,False,920.37,0.008061161391871382,Low,Excellent
,2016-07-28 08:55:25+00:00,7.27,,0.945,9.29,888.95,2.46,1.035,11.92,28,,64.4,66.5,,28,8,535,Thursday,7,2016-07-28,False,919.89,0.008178187749592215,Low,Excellent
,2016-07-28 08:56:22+00:00,7.27,,0.944,8.67,887.79,2.46,1.033,11.32,28,,64.5,66.5,,28,8,536,Thursday,7,2016-07-28,False,917.5100000000001,0.008188873494858018,Low,Excellent
,2016-07-28 08:57:21+00:00,7.37,,0.949,8.54,887.99,2.44,1.033,11.32,28,,64.5,66.5,,28,8,537,Thursday,7,2016-07-28,False,917.6600000000001,0.008299643013997906,Low,Excellent
,2016-07-28 08:58:23+00:00,7.17,,0.945,8.07,888.76,2.46,1.033,11.22,28,,64.5,66.6,,28,8,538,Thursday,7,2016-07-28,False,917.6800000000001,0.008067419775867501,Low,Excellent
,2016-07-28 08:59:24+00:00,7.17,,0.939,7.99,886.74,2.46,1.032,10.92,28,,64.5,66.6,,28,8,539,Thursday,7,2016-07-28,False,915.28,0.00808579741525137,Low,Excellent
,2016-07-28 09:00:22+00:00,7.27,,0.944,8.74,886.68,2.41,1.033,11.02,28,,64.5,66.6,,28,9,540,Thursday,7,2016-07-28,False,916.1199999999999,0.008199124825190598,Low,Excellent
,2016-07-28 09:01:24+00:00,7.27,,0.944,8.77,887.54,2.41,1.033,11.22,28,,64.8,66.6,,28,9,541,Thursday,7,2016-07-28,False,917.2099999999999,0.008191180115825765,Low,Excellent
,2016-07-28 09:02:21+00:00,7.17,,0.94,9.54,886.37,2.44,1.034,11.32,28,,64.8,66.7,,28,9,542,Thursday,7,2016-07-28,False,916.8400000000001,0.008089172693119127,Low,Excellent
,2016-07-28 09:03:21+00:00,7.07,,0.936,9.44,881.22,2.44,1.034,11.32,28,,64.6,66.7,,28,9,543,Thursday,7,2016-07-28,False,911.4900000000001,0.008022968157781259,Low,Excellent
,2016-07-28 09:04:23+00:00,7.07,,0.935,8.79,881.93,2.46,1.034,11.32,28,,64.7,66.7,,28,9,544,Thursday,7,2016-07-28,False,911.57,0.008016509246765616,Low,Excellent
,2016-07-28 09:05:24+00:00,7.07,,0.933,8.74,879.59,2.44,1.034,11.52,28,,64.8,66.7,,28,9,545,Thursday,7,2016-07-28,False,909.36,0.008037835809865961,Low,Excellent
,2016-07-28 09:06:24+00:00,6.67,,0.932,8.87,878.34,2.41,1.033,11.22,28,,64.8,66.7,,28,9,546,Thursday,7,2016-07-28,False,907.51,0.007593870255254229,Low,Excellent
,2016-07-28 09:07:22+00:00,6.67,,0.923,8.89,882.32,2.46,1.033,11.22,28,,64.8,66.7,,28,9,547,Thursday,7,2016-07-28,False,911.5600000000001,0.007559615558980868,Low,Excellent
,2016-07-28 09:08:23+00:00,6.77,,0.928,9.67,877.7,2.44,1.034,11.12,28,,64.9,66.7,,28,9,548,Thursday,7,2016-07-28,False,907.7000000000002,0.007713341688504044,Low,Excellent
,2016-07-28 09:09:23+00:00,6.77,,0.931,9.64,884.3,2.44,1.034,11.62,28,,64.9,66.6,,28,9,549,Thursday,7,2016-07-28,False,914.77,0.007655772927739455,Low,Excellent
,2016-07-28 09:10:23+00:00,6.77,,0.94,10.06,880.28,2.44,1.035,11.92,28,,64.8,66.5,,28,9,550,Thursday,7,2016-07-28,False,911.47,0.0076907347662107505,Low,Excellent
,2016-07-28 09:11:24+00:00,6.77,,0.944,10.02,880.13,2.44,1.035,11.92,28,,64.5,66.5,,28,9,551,Thursday,7,2016-07-28,False,911.28,0.0076920454932794015,Low,Excellent
,2016-07-28 09:12:22+00:00,6.77,,0.949,9.24,887.09,2.44,1.033,11.03,28,,64.4,66.4,,28,9,552,Thursday,7,2016-07-28,False,916.57,0.007631694642031811,Low,Excellent
,2016-07-28 09:13:22+00:00,6.77,,0.945,9.39,887.17,2.46,1.034,11.52,28,,64.3,66.3,,28,9,553,Thursday,7,2016-07-28,False,917.31,0.007631006458739587,Low,Excellent
,2016-07-28 09:14:23+00:00,6.37,,0.947,8.37,885.46,2.44,1.033,11.82,28,,65.0,66.2,,28,9,554,Thursday,7,2016-07-28,False,914.4600000000002,0.007194000858310934,Low,Excellent
,2016-07-28 09:15:24+00:00,6.37,,0.946,8.34,886.77,2.44,1.033,11.82,28,,65.2,66.1,,28,9,555,Thursday,7,2016-07-28,False,915.7400000000001,0.007183373366261827,Low,Excellent
,2016-07-28 09:16:21+00:00,6.47,,0.946,9.64,886.29,2.44,1.034,11.73,28,,65.3,66.0,,28,9,556,Thursday,7,2016-07-28,False,916.57,0.0073000936488056955,Low,Excellent
,2016-07-28 09:17:22+00:00,6.47,,0.947,9.64,886.38,2.44,1.034,11.72,28,,65.6,65.9,,28,9,557,Thursday,7,2016-07-28,False,916.6500000000001,0.007299352422211692,Low,Excellent
,2016-07-28 09:18:22+00:00,6.37,,0.945,8.99,887.18,2.46,1.033,11.22,28,,65.6,65.9,,28,9,558,Thursday,7,2016-07-28,False,916.22,0.0071800536531481775,Low,Excellent
,2016-07-28 09:19:24+00:00,6.37,,0.942,8.89,887.93,2.44,1.033,11.42,28,,65.7,65.9,,28,9,559,Thursday,7,2016-07-28,False,917.05,0.00717398894056964,Low,Excellent
,2016-07-28 09:20:23+00:00,6.77,,0.943,8.59,888.92,2.46,1.033,11.12,28,,65.7,65.9,,28,9,560,Thursday,7,2016-07-28,False,917.86,0.0076159834405795795,Low,Excellent
,2016-07-28 09:21:22+00:00,6.77,,0.948,8.54,890.01,2.44,1.033,11.32,28,,65.8,65.9,,28,9,561,Thursday,7,2016-07-28,False,919.08,0.007606656104987584,Low,Excellent
,2016-07-28 09:22:23+00:00,6.97,,0.943,9.24,887.65,2.44,1.034,11.72,28,,65.8,65.9,,28,9,562,Thursday,7,2016-07-28,False,918.0200000000001,0.007852193995381063,Low,Excellent
,2016-07-28 09:23:21+00:00,7.07,,0.941,9.34,886.06,2.44,1.035,11.72,28,,66.1,65.9,,28,9,563,Thursday,7,2016-07-28,False,916.63,0.007979143624585244,Low,Excellent
,2016-07-28 09:24:23+00:00,7.57,,0.935,9.94,888.39,2.44,1.035,11.22,28,,66.1,65.8,,28,9,564,Thursday,7,2016-07-28,False,919.5600000000001,0.00852103242945103,Low,Excellent
,2016-07-28 09:25:24+00:00,7.57,,0.927,10.09,889.72,2.46,1.036,11.62,28,,66.1,65.8,,28,9,565,Thursday,7,2016-07-28,False,921.46,0.008508294744413973,Low,Excellent
,2016-07-28 09:26:24+00:00,7.37,,0.93,11.27,887.86,2.44,1.037,12.12,28,,66.2,65.7,,28,9,566,Thursday,7,2016-07-28,False,921.0600000000001,0.008300858243416755,Low,Excellent
,2016-07-28 09:27:22+00:00,7.27,,0.931,11.27,887.16,2.44,1.037,12.12,28,,66.5,65.7,,28,9,567,Thursday,7,2016-07-28,False,920.26,0.008194688669462104,Low,Excellent
,2016-07-28 09:28:22+00:00,7.27,,0.925,9.37,887.6,2.44,1.034,11.52,28,,66.7,65.6,,28,9,568,Thursday,7,2016-07-28,False,918.2,0.008190626408292023,Low,Excellent
,2016-07-28 09:29:23+00:00,7.27,,0.935,9.34,887.13,2.44,1.034,11.52,28,,66.9,65.5,,28,9,569,Thursday,7,2016-07-28,False,917.7,0.0081949657885541,Low,Excellent
,2016-07-28 09:30:23+00:00,7.27,,0.946,9.17,885.76,2.44,1.035,11.72,28,,66.9,65.5,,28,9,570,Thursday,7,2016-07-28,False,916.3600000000001,0.008207640895953756,Low,Excellent
,2016-07-28 09:31:26+00:00,7.27,,0.941,9.02,888.31,2.41,1.034,11.72,28,,67.2,65.5,,28,9,571,Thursday,7,2016-07-28,False,918.7299999999999,0.008184079882023168,Low,Excellent
,2016-07-28 09:32:22+00:00,6.97,,0.939,8.79,887.88,2.46,1.034,11.92,28,,67.2,65.5,,28,9,572,Thursday,7,2016-07-28,False,918.02,0.007850159931522278,Low,Excellent
,2016-07-28 09:33:22+00:00,6.97,,0.941,8.67,884.89,2.44,1.034,11.72,28,,67.1,65.4,,28,9,573,Thursday,7,2016-07-28,False,914.69,0.007876685237713161,Low,Excellent
,2016-07-28 09:34:22+00:00,6.77,,0.939,7.97,884.78,2.44,1.032,11.52,28,,67.2,65.4,,28,9,574,Thursday,7,2016-07-28,False,913.48,0.0076516196116548744,Low,Excellent
,2016-07-28 09:35:24+00:00,6.77,,0.938,7.89,886.12,2.46,1.032,11.53,28,,67.1,65.3,,28,9,575,Thursday,7,2016-07-28,False,914.77,0.00764004875186205,Low,Excellent
,2016-07-28 09:36:23+00:00,7.07,,0.938,8.04,884.59,2.44,1.033,11.72,28,,66.9,65.3,,28,9,576,Thursday,7,2016-07-28,False,913.8600000000001,0.00799240326026747,Low,Excellent
,2016-07-28 09:37:22+00:00,7.07,,0.942,8.04,885.3,2.41,1.033,11.72,28,,66.9,65.2,,28,9,577,Thursday,7,2016-07-28,False,914.54,0.007985993448548515,Low,Excellent
,2016-07-28 09:38:22+00:00,6.57,,0.941,8.79,885.32,2.46,1.033,11.32,28,,67.0,65.1,,28,9,578,Thursday,7,2016-07-28,False,914.4600000000002,0.007421045497673157,Low,Excellent
,2016-07-28 09:39:24+00:00,6.57,,0.945,8.89,884.77,2.46,1.033,11.33,28,,67.1,65.0,,28,9,579,Thursday,7,2016-07-28,False,914.0200000000001,0.0074256586457497435,Low,Excellent
,2016-07-28 09:40:23+00:00,6.37,,0.945,8.94,883.42,2.46,1.033,11.22,28,,67.1,64.9,,28,9,580,Thursday,7,2016-07-28,False,912.41,0.007210613298317901,Low,Excellent
,2016-07-28 09:41:22+00:00,6.37,,0.931,8.99,882.52,2.46,1.033,11.22,28,,67.2,64.7,,28,9,581,Thursday,7,2016-07-28,False,911.5600000000001,0.007217966731632145,Low,Excellent
,2016-07-28 09:42:23+00:00,6.47,,0.947,9.27,884.23,2.46,1.034,11.82,28,,67.5,64.5,,28,9,582,Thursday,7,2016-07-28,False,914.2500000000001,0.007317100754328625,Low,Excellent
,2016-07-28 09:43:23+00:00,6.47,,0.934,9.24,885.53,2.44,1.034,11.82,28,,67.4,64.5,,28,9,583,Thursday,7,2016-07-28,False,915.5000000000001,0.007306358903707384,Low,Excellent
,2016-07-28 09:44:24+00:00,6.47,,0.927,9.89,883.43,2.46,1.034,11.62,28,,67.6,64.4,,28,9,584,Thursday,7,2016-07-28,False,913.87,0.007323726837440431,Low,Excellent
,2016-07-28 09:45:23+00:00,6.67,,0.918,9.97,884.15,2.46,1.035,11.62,28,,67.9,64.4,,28,9,585,Thursday,7,2016-07-28,False,914.87,0.007543968783577448,Low,Excellent
,2016-07-28 09:46:23+00:00,6.57,,0.915,9.07,883.75,2.44,1.033,11.22,28,,67.9,64.4,,28,9,586,Thursday,7,2016-07-28,False,913.0500000000001,0.007434229137199435,Low,Excellent
,2016-07-28 09:47:22+00:00,6.57,,0.906,8.94,882.54,2.44,1.033,11.22,28,,67.9,64.3,,28,9,587,Thursday,7,2016-07-28,False,911.71,0.007444421782582093,Low,Excellent
,2016-07-28 09:48:22+00:00,6.57,,0.945,10.27,883.67,2.46,1.035,11.32,28,,67.8,64.2,,28,9,588,Thursday,7,2016-07-28,False,914.2900000000001,0.007434902169361867,Low,Excellent
,2016-07-28 09:49:24+00:00,6.57,,0.926,10.27,885.29,2.44,1.035,11.62,28,,67.8,64.1,,28,9,589,Thursday,7,2016-07-28,False,916.19,0.007421296976132115,Low,Excellent
,2016-07-28 09:50:24+00:00,6.17,,0.948,8.97,883.74,2.46,1.033,11.92,28,,67.8,64.1,,28,9,590,Thursday,7,2016-07-28,False,913.26,0.006981691447710865,Low,Excellent
,2016-07-28 09:51:22+00:00,6.17,,0.96,8.97,886.34,2.44,1.033,12.02,28,,68.0,64.0,,28,9,591,Thursday,7,2016-07-28,False,915.94,0.006961211273326263,Low,Excellent
,2016-07-28 09:52:22+00:00,6.27,,0.962,8.57,886.56,2.46,1.033,11.92,28,,67.9,64.0,,28,9,592,Thursday,7,2016-07-28,False,915.78,0.007072279371954521,Low,Excellent
,2016-07-28 09:53:21+00:00,6.27,,0.968,8.57,886.55,2.44,1.032,11.12,28,,67.5,63.9,,28,9,593,Thursday,7,2016-07-28,False,914.95,0.007072359145000282,Low,Excellent
,2016-07-28 09:54:21+00:00,6.17,,0.973,8.12,885.49,2.44,1.031,11.02,28,,67.6,63.8,,28,9,594,Thursday,7,2016-07-28,False,913.24,0.006967893482704491,Low,Excellent
,2016-07-28 09:55:25+00:00,6.17,,0.979,8.27,885.6,2.46,1.032,11.02,28,,67.5,63.6,,28,9,595,Thursday,7,2016-07-28,False,913.5200000000001,0.006967028003613369,Low,Excellent
,2016-07-28 09:56:21+00:00,6.17,,0.98,9.17,884.56,2.44,1.033,11.52,28,,67.6,63.5,,28,9,596,Thursday,7,2016-07-28,False,913.86,0.006975219318079045,Low,Excellent
,2016-07-28 09:57:22+00:00,6.17,,0.985,9.14,884.99,2.41,1.033,11.52,28,,67.6,63.4,,28,9,597,Thursday,7,2016-07-28,False,914.2299999999999,0.006971830190171641,Low,Excellent
,2016-07-28 09:58:23+00:00,6.07,,0.988,9.69,884.02,2.46,1.033,11.12,28,,67.6,63.3,,28,9,598,Thursday,7,2016-07-28,False,913.36,0.006866360489581684,Low,Excellent
,2016-07-28 09:59:24+00:00,6.07,,0.991,9.67,883.78,2.46,1.033,11.12,28,,67.5,63.2,,28,9,599,Thursday,7,2016-07-28,False,913.1,0.006868225123899613,Low,Excellent
,2016-07-28 10:00:24+00:00,5.97,,0.99,8.44,884.93,2.41,1.031,10.82,28,,67.4,63.1,,28,10,600,Thursday,7,2016-07-28,False,912.5699999999999,0.006746296317222831,Low,Excellent
,2016-07-28 10:01:24+00:00,5.97,,0.985,8.39,884.27,2.46,1.032,11.22,28,,67.2,63.1,,28,10,601,Thursday,7,2016-07-28,False,912.3100000000001,0.006751331606862157,Low,Excellent
,2016-07-28 10:02:21+00:00,5.97,,0.987,8.39,883.69,2.46,1.032,11.32,28,,67.2,63.0,,28,10,602,Thursday,7,2016-07-28,False,911.8300000000002,0.006755762767486335,Low,Excellent
,2016-07-28 10:03:20+00:00,5.97,,0.984,8.37,883.41,2.46,1.032,11.32,28,,67.3,63.1,,28,10,603,Thursday,7,2016-07-28,False,911.5300000000001,0.006757904030970897,Low,Excellent
,2016-07-28 10:04:22+00:00,5.97,,0.984,8.47,881.69,2.46,1.033,12.02,28,,67.2,63.1,,28,10,604,Thursday,7,2016-07-28,False,910.6100000000001,0.006771087343624175,Low,Excellent
,2016-07-28 10:05:23+00:00,5.97,,0.983,8.59,881.5,2.46,1.033,12.02,28,,67.3,63.1,,28,10,605,Thursday,7,2016-07-28,False,910.54,0.006772546795235394,Low,Excellent
,2016-07-28 10:06:23+00:00,5.67,,0.981,8.79,883.06,2.46,1.032,11.42,28,,67.3,63.1,,28,10,606,Thursday,7,2016-07-28,False,911.4,0.0064208547550562815,Low,Excellent
,2016-07-28 10:07:20+00:00,5.67,,0.977,8.77,886.7,2.46,1.032,11.42,28,,67.3,63.1,,28,10,607,Thursday,7,2016-07-28,False,915.0200000000001,0.006394496447501973,Low,Excellent
,2016-07-28 10:08:21+00:00,5.67,,0.974,9.09,885.66,2.46,1.032,11.12,28,,67.4,63.0,,28,10,608,Thursday,7,2016-07-28,False,914.0,0.0064020052841948375,Low,Excellent
,2016-07-28 10:09:23+00:00,5.47,,0.973,9.09,884.69,2.46,1.032,11.12,28,,67.4,63.0,,28,10,609,Thursday,7,2016-07-28,False,912.83,0.006182956741909594,Low,Excellent
,2016-07-28 10:10:23+00:00,5.57,,0.967,9.54,886.13,2.46,1.032,10.82,28,,67.5,63.0,,28,10,610,Thursday,7,2016-07-28,False,914.5200000000001,0.006285759425817883,Low,Excellent
,2016-07-28 10:11:23+00:00,5.57,,0.974,9.49,886.69,2.46,1.032,10.82,28,,67.4,63.0,,28,10,611,Thursday,7,2016-07-28,False,915.0300000000001,0.0062817895769660195,Low,Excellent
,2016-07-28 10:12:22+00:00,6.07,,0.967,10.04,883.8,2.44,1.033,11.02,28,,67.5,63.0,,28,10,612,Thursday,7,2016-07-28,False,913.37,0.00686806969902693,Low,Excellent
,2016-07-28 10:13:21+00:00,6.07,,0.959,10.09,885.43,2.46,1.033,11.03,28,,67.5,62.9,,28,10,613,Thursday,7,2016-07-28,False,915.0799999999999,0.006855426177111687,Low,Excellent
,2016-07-28 10:14:24+00:00,5.67,,0.958,8.77,884.44,2.46,1.032,11.32,28,,68.4,62.9,,28,10,614,Thursday,7,2016-07-28,False,912.6600000000002,0.006410836235357966,Low,Excellent
,2016-07-28 10:15:25+00:00,5.87,,0.958,8.67,882.47,2.46,1.032,11.32,28,,68.4,62.9,,28,10,615,Thursday,7,2016-07-28,False,910.7900000000001,0.006651784196629914,Low,Excellent
,2016-07-28 10:16:24+00:00,6.07,,0.953,8.89,882.59,2.46,1.033,11.82,28,,68.1,62.8,,28,10,616,Thursday,7,2016-07-28,False,911.8300000000002,0.006877485582206914,Low,Excellent
,2016-07-28 10:17:22+00:00,5.97,,0.947,8.77,882.07,2.46,1.033,11.82,28,,68.0,62.8,,28,10,617,Thursday,7,2016-07-28,False,911.0900000000001,0.006768170326618068,Low,Excellent
,2016-07-28 10:18:22+00:00,5.87,,0.949,9.69,881.79,2.46,1.034,11.52,28,,68.0,62.8,,28,10,618,Thursday,7,2016-07-28,False,911.3299999999999,0.006656913777656812,Low,Excellent
,2016-07-28 10:19:24+00:00,5.87,,0.946,9.69,881.04,2.46,1.034,11.52,28,,67.9,62.7,,28,10,619,Thursday,7,2016-07-28,False,910.5799999999999,0.006662580586579497,Low,Excellent
,2016-07-28 10:20:22+00:00,6.47,,0.943,9.87,884.89,2.46,1.035,12.02,28,,67.7,62.7,,28,10,620,Thursday,7,2016-07-28,False,915.71,0.007311643255093854,Low,Excellent
,2016-07-28 10:21:22+00:00,6.37,,0.943,9.77,885.76,2.46,1.035,12.02,28,,67.7,62.6,,28,10,621,Thursday,7,2016-07-28,False,916.38,0.0071915643063583815,Low,Excellent
,2016-07-28 10:22:23+00:00,6.47,,0.932,9.44,885.52,2.44,1.033,11.22,28,,67.7,62.6,,28,10,622,Thursday,7,2016-07-28,False,915.09,0.0073064414129551,Low,Excellent
,2016-07-28 10:23:21+00:00,6.47,,0.923,9.59,884.69,2.46,1.034,11.22,28,,67.9,62.5,,28,10,623,Thursday,7,2016-07-28,False,914.4300000000001,0.007313296182843708,Low,Excellent
,2016-07-28 10:24:22+00:00,6.87,,0.942,8.97,882.49,2.46,1.034,11.82,28,,68.2,62.5,,28,10,624,Thursday,7,2016-07-28,False,912.6100000000001,0.007784790762501558,Low,Excellent
,2016-07-28 10:25:25+00:00,6.87,,0.92,8.97,882.05,2.46,1.034,11.82,28,,67.9,62.4,,28,10,625,Thursday,7,2016-07-28,False,912.1700000000001,0.00778867411144493,Low,Excellent
,2016-07-28 10:26:22+00:00,6.87,,0.912,9.41,885.33,2.44,1.035,11.92,28,,68.3,62.4,,28,10,626,Thursday,7,2016-07-28,False,915.97,0.007759818372810139,Low,Excellent
,2016-07-28 10:27:22+00:00,6.87,,0.934,9.44,885.96,2.46,1.035,11.93,28,,68.3,62.4,,28,10,627,Thursday,7,2016-07-28,False,916.66,0.007754300419883516,Low,Excellent
,2016-07-28 10:28:22+00:00,6.77,,0.938,8.87,884.47,2.44,1.033,11.02,28,,68.3,62.3,,28,10,628,Thursday,7,2016-07-28,False,913.57,0.007654301446063744,Low,Excellent
,2016-07-28 10:29:24+00:00,6.77,,0.934,8.74,885.33,2.44,1.033,11.42,28,,68.5,62.3,,28,10,629,Thursday,7,2016-07-28,False,914.7,0.007646866140309262,Low,Excellent
,2016-07-28 10:30:24+00:00,6.87,,0.927,8.77,884.84,2.44,1.033,11.22,28,,68.4,62.3,,28,10,630,Thursday,7,2016-07-28,False,914.1400000000001,0.007764115546313457,Low,Excellent
,2016-07-28 10:31:25+00:00,6.87,,0.952,8.74,881.47,2.44,1.033,11.22,28,,68.6,62.3,,28,10,631,Thursday,7,2016-07-28,False,910.7400000000001,0.007793798994860857,Low,Excellent
,2016-07-28 10:32:22+00:00,6.87,,0.944,8.24,883.1,2.46,1.033,11.52,28,,68.4,62.3,,28,10,632,Thursday,7,2016-07-28,False,912.19,0.007779413429962631,Low,Excellent
,2016-07-28 10:33:22+00:00,6.87,,0.946,8.24,881.29,2.44,1.033,11.53,28,,68.5,62.2,,28,10,633,Thursday,7,2016-07-28,False,910.37,0.007795390847507631,Low,Excellent
,2016-07-28 10:34:22+00:00,6.17,,0.945,8.94,882.77,2.46,1.033,11.42,28,,68.9,62.2,,28,10,634,Thursday,7,2016-07-28,False,911.76,0.00698936302774222,Low,Excellent
,2016-07-28 10:35:23+00:00,6.27,,0.944,8.94,882.58,2.46,1.033,11.42,28,,69.4,62.2,,28,10,635,Thursday,7,2016-07-28,False,911.6700000000001,0.007104171859774751,Low,Excellent
,2016-07-28 10:36:22+00:00,6.27,,0.947,8.51,882.65,2.41,1.032,11.32,28,,69.6,62.2,,28,10,636,Thursday,7,2016-07-28,False,911.16,0.00710360845182122,Low,Excellent
,2016-07-28 10:37:22+00:00,6.27,,0.948,8.44,881.51,2.44,1.032,11.32,28,,69.5,62.2,,28,10,637,Thursday,7,2016-07-28,False,909.9800000000001,0.007112795090242878,Low,Excellent
,2016-07-28 10:38:22+00:00,5.97,,0.949,9.16,882.3,2.46,1.033,11.62,28,,69.3,62.2,,28,10,638,Thursday,7,2016-07-28,False,911.51,0.006766405984359062,Low,Excellent
,2016-07-28 10:39:24+00:00,5.97,,0.954,9.04,881.38,2.46,1.033,11.62,28,,69.6,62.2,,28,10,639,Thursday,7,2016-07-28,False,910.47,0.00677346887834986,Low,Excellent
,2016-07-28 10:40:24+00:00,5.97,,0.952,9.56,879.0,2.46,1.034,11.62,28,,69.0,62.1,,28,10,640,Thursday,7,2016-07-28,False,908.61,0.006791808873720136,Low,Excellent
,2016-07-28 10:41:23+00:00,5.87,,0.952,9.61,881.35,2.44,1.034,11.62,28,,69.0,62.1,,28,10,641,Thursday,7,2016-07-28,False,910.8900000000001,0.006660237136211494,Low,Excellent
,2016-07-28 10:42:22+00:00,5.77,,0.962,9.76,881.94,2.46,1.034,11.62,28,,68.8,62.0,,28,10,642,Thursday,7,2016-07-28,False,911.5500000000001,0.0065423951742748935,Low,Excellent
,2016-07-28 10:43:22+00:00,5.77,,0.964,9.86,882.15,2.46,1.034,11.92,28,,68.8,62.0,,28,10,643,Thursday,7,2016-07-28,False,912.16,0.006540837726010315,Low,Excellent
,2016-07-28 10:44:23+00:00,5.87,,0.96,8.71,883.32,2.44,1.032,11.32,28,,68.8,61.9,,28,10,644,Thursday,7,2016-07-28,False,911.6600000000002,0.006645383326540777,Low,Excellent
,2016-07-28 10:45:27+00:00,5.87,,0.964,8.76,884.09,2.46,1.032,11.32,28,,68.5,61.9,,28,10,645,Thursday,7,2016-07-28,False,912.5000000000001,0.00663959551629359,Low,Excellent
,2016-07-28 10:46:24+00:00,5.77,,0.96,8.61,882.56,2.44,1.032,11.02,28,,68.8,61.8,,28,10,646,Thursday,7,2016-07-28,False,910.4,0.006537799129804206,Low,Excellent
,2016-07-28 10:47:22+00:00,5.77,,0.964,8.66,884.64,2.46,1.032,11.32,28,,68.9,61.8,,28,10,647,Thursday,7,2016-07-28,False,912.85,0.0065224272020256826,Low,Excellent
,2016-07-28 10:48:22+00:00,5.97,,0.965,9.14,883.66,2.44,1.033,11.22,28,,68.9,61.8,,28,10,648,Thursday,7,2016-07-28,False,912.4300000000001,0.0067559921236674736,Low,Excellent
,2016-07-28 10:49:24+00:00,5.97,,0.959,9.11,883.47,2.44,1.033,11.23,28,,69.5,61.8,,28,10,649,Thursday,7,2016-07-28,False,912.2200000000001,0.006757445074535637,Low,Excellent
,2016-07-28 10:50:23+00:00,5.97,,0.962,8.54,883.43,2.46,1.032,11.32,28,,69.6,61.8,,28,10,650,Thursday,7,2016-07-28,False,911.72,0.006757751038565591,Low,Excellent
,2016-07-28 10:51:23+00:00,5.97,,0.963,8.56,883.19,2.44,1.032,11.32,28,,69.7,61.8,,28,10,651,Thursday,7,2016-07-28,False,911.4800000000001,0.006759587404748695,Low,Excellent
,2016-07-28 10:52:22+00:00,5.97,,0.962,8.01,886.33,2.41,1.031,11.02,28,,69.8,61.8,,28,10,652,Thursday,7,2016-07-28,False,913.74,0.006735640224295691,Low,Excellent
,2016-07-28 10:53:20+00:00,6.07,,0.953,8.07,884.79,2.44,1.031,11.02,28,,69.9,61.7,,28,10,653,Thursday,7,2016-07-28,False,912.39,0.006860384950101155,Low,Excellent
,2016-07-28 10:54:21+00:00,6.07,,0.95,8.69,884.7,2.46,1.032,11.22,28,,69.9,61.7,,28,10,654,Thursday,7,2016-07-28,False,913.1400000000001,0.006861082852944501,Low,Excellent
,2016-07-28 10:55:23+00:00,5.97,,0.951,8.69,884.56,2.46,1.032,11.22,28,,69.9,61.7,,28,10,655,Thursday,7,2016-07-28,False,912.9,0.006749118205661572,Low,Excellent
,2016-07-28 10:56:22+00:00,6.27,,0.951,9.64,884.25,2.41,1.034,12.12,28,,69.9,61.7,,28,10,656,Thursday,7,2016-07-28,False,914.6899999999999,0.007090754877014419,Low,Excellent
,2016-07-28 10:57:23+00:00,6.27,,0.951,9.62,883.82,2.41,1.034,11.62,28,,69.7,61.7,,28,10,657,Thursday,7,2016-07-28,False,913.74,0.00709420470231495,Low,Excellent
